type,K,T,r,price,sigma_080_1m,sigma_080_3m,sigma_080_6m,sigma_080_9m,sigma_080_12m,sigma_090_1m,sigma_090_3m,sigma_090_6m,sigma_090_9m,sigma_090_12m,sigma_100_1m,sigma_100_3m,sigma_100_6m,sigma_100_9m,sigma_100_12m,sigma_110_1m,sigma_110_3m,sigma_110_6m,sigma_110_9m,sigma_110_12m,sigma_120_1m,sigma_120_3m,sigma_120_6m,sigma_120_9m,sigma_120_12m
asian,120,1.0,0.02,1.3972334118810155,0.6148806867985277,0.35096715442832815,0.24388233473701962,0.19561697755821558,0.16635892559483892,0.579650747132732,0.3289369609720207,0.22648208867565625,0.1798905620857069,0.15139441429753775,0.6066182032769666,0.34112107638794675,0.23135892185958207,0.18065484553187997,0.14910210746498537,0.6801019726655283,0.37800632517446964,0.25098791161491213,0.19066985709665202,0.15164555117198364,0.8001531214639941,0.44059957369381614,0.28684875663441994,0.21106132118986967,0.15795219121476786
asian,100,1.0,0.02,7.419838891422427,0.6101841304433969,0.348275807667348,0.2420009207950273,0.19409883787799515,0.16505976080361454,0.6022816987892778,0.34190568515143954,0.2355490377071904,0.18720897046748694,0.1576587687254415,0.6504409886644014,0.36638390889026945,0.24919623983501313,0.1952149020615471,0.1617272368057456,0.7369283577782091,0.41130450330939744,0.27520353561366095,0.21120376780473513,0.17039113350890708,0.8456725132324693,0.46789696068919656,0.3076585388367066,0.23006163039121721,0.17784254544812253
asian,95,1.0,0.02,10.23770781790643,0.6265002878512925,0.35762546858411476,0.2485370297192074,0.19937404165543043,0.16957451893028191,0.6356496555512349,0.3610341650963076,0.24892949717401402,0.19801535497076878,0.16691427043079993,0.6522638917756777,0.36743473545862665,0.24993811329753546,0.1958203421250128,0.16225203217261452,0.7051557699946966,0.39270272656607214,0.26169903116933413,0.1997821100080696,0.16000792676519596,0.7944360661736058,0.4371552107757522,0.28419495290473107,0.208587238768945,0.1552241436624571
asian,80,1.0,0.02,21.835544569236347,0.5880883846130108,0.3356166967017639,0.23315363553839633,0.1869603806673703,0.15895163694003098,0.572680514609399,0.3249433908874852,0.22369092203834998,0.1776383651132457,0.14946733891062847,0.6150270097762814,0.3459686932507988,0.23478199196082894,0.18344948312510484,0.15152607200032767,0.6948337439534611,0.3866511437450736,0.2572932675526188,0.19604036912944436,0.15658372848261465,0.7927314344341179,0.43612745391317553,0.2834014975401694,0.20784520069230905,0.154397462616206
asian,115,1.0,0.02,2.1948242978835166,0.5852247764591698,0.33397625669526315,0.23200739230625994,0.18603567043096805,0.15816078242045445,0.6097948145094756,0.34621217602487747,0.23856088514559182,0.189640668282267,0.15974094868109948,0.6471366767881731,0.36447910595816263,0.2478514513325557,0.19411740096006413,0.16077588791481937,0.6986613090058286,0.38889567511052603,0.25892810208419276,0.19742978160563718,0.15785672158169223,0.7814730540082554,0.42933048529422246,0.2781374089789514,0.20288723478578038,0.14876263390964026
asian,80,1.0,0.02,21.31011343788,0.5814754261746287,0.3318284898668084,0.23050683623460538,0.18482510445122766,0.1571252320871001,0.587424579104909,0.3333913838452196,0.22959584691909746,0.18240346492789533,0.15354478918076186,0.6097664908413498,0.3429360494252299,0.2326405558232941,0.18170121691239297,0.15000973392672562,0.6492631320504944,0.3598758135633959,0.23771214477014188,0.17929297347785011,0.14107443893874674,0.7170813057107678,0.3900825769721933,0.24698567705480307,0.17179172590691014,0.10113534708505598
asian,90,1.0,0.02,13.968303341580569,0.6248184146213935,0.3566616351444426,0.24786317249515327,0.19883017827729962,0.16910896397066724,0.6364040901862978,0.3614667329046921,0.24923218043694084,0.19825988242441103,0.1671237743252785,0.6627828810334035,0.37349843647841974,0.25421890862132873,0.19931370033622614,0.16527981324191207,0.7375795424325273,0.41168538855062337,0.2754795084652186,0.21143650155255486,0.17060175733981542,0.8619202438612821,0.4775934035525727,0.3149699225206241,0.2366045767247143,0.1843847103525044
asian,85,1.0,0.02,16.971714529052655,0.5554266840373503,0.3169087556797658,0.2200842715142304,0.17641973362394764,0.1499365852516578,0.5552491862373883,0.31495829438784473,0.21671377899158503,0.17201004809392784,0.14465262352837305,0.5942433299710201,0.3339869274426478,0.22632095503266114,0.176541318531845,0.14553349983509445,0.6441305448554141,0.3568533510932024,0.23549128502756095,0.17737913013147574,0.13927852034220786,0.711486344010225,0.3866356926973187,0.2441694796923295,0.1687536503589459,0.09142468430931898
asian,95,0.75,0.02,9.551531799113857,0.405474922390495,0.23110501830478958,0.16023224949642836,0.12822410716741917,0.10878431745724984,0.4945189725783814,0.280190483540055,0.19244399654613495,0.1524518264307228,0.1279392840551834,0.5672631599859103,0.31843224233165524,0.21533527614997003,0.16756934247400063,0.13774690932071043,0.6452266705436958,0.3574989623939892,0.23596587230912924,0.17778839370969657,0.139663051327876,0.7479397866315929,0.4089796459303172,0.2621693278247947,0.18740832869125823,0.1292620056569696
asian,80,1.0,0.02,21.561368670755535,0.30700653223362584,0.17485234299189736,0.12109234555149645,0.09678853246621316,0.08201429063247277,0.4053428778863729,0.2292123709579999,0.15693911735018884,0.12390887087407036,0.10361040373416829,0.5268149409877347,0.29511135287460255,0.19886069251181074,0.15410824114372898,0.1260547128156738,0.6374660542399151,0.35292646876437694,0.23260220740733856,0.1748842528082248,0.13692843260880203,0.7428496522048257,0.40587486976264486,0.25970147863734677,0.18494193362482766,0.12571665204302734
